gene,targetId,diseaseId,disease,score,known_clinical
RAB14,ENSG00000119396,MONDO_0850302,intracranial meningioma,0.6033,False
RAB14,ENSG00000119396,EFO_0000096,neoplasm of mature B-cells,0.9101,False
RAB14,ENSG00000119396,EFO_0000181,head and neck squamous cell carcinoma,0.524,False
RAB14,ENSG00000119396,EFO_0000196,metastatic prostate cancer,0.7121,False
RAB14,ENSG00000119396,EFO_0000198,myelodysplastic syndrome,0.8114,False
RAB14,ENSG00000119396,EFO_0000211,unspecified peripheral T-cell lymphoma,0.5494,False
RAB14,ENSG00000119396,EFO_0000221,acute monocytic leukemia,0.6544,False
RAB14,ENSG00000119396,EFO_0000222,acute myeloid leukemia,0.7426,False
RAB14,ENSG00000119396,EFO_0000304,breast adenocarcinoma,0.8362,False
RAB14,ENSG00000119396,EFO_0000330,childhood acute myeloid leukemia,0.8384,False
RAB14,ENSG00000119396,EFO_0000403,diffuse large B-cell lymphoma,0.668,False
RAB14,ENSG00000119396,EFO_0000503,gastric adenocarcinoma,0.6639,False
RAB14,ENSG00000119396,EFO_0000574,lymphoma,0.6684,False
RAB14,ENSG00000119396,EFO_0000616,neoplasm,0.8461,False
RAB14,ENSG00000119396,EFO_0000702,small cell lung carcinoma,0.663,False
RAB14,ENSG00000119396,EFO_0000756,melanoma,0.6253,False
RAB14,ENSG00000119396,EFO_0001378,multiple myeloma,0.6053,False
RAB14,ENSG00000119396,EFO_0001663,prostate carcinoma,0.6544,False
RAB14,ENSG00000119396,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.9745,False
RAB14,ENSG00000119396,EFO_0002618,pancreatic carcinoma,0.8964,False
RAB14,ENSG00000119396,EFO_0003026,minimally differentiated acute myeloblastic leukemia,0.5453,False
RAB14,ENSG00000119396,EFO_0003027,acute myeloblastic leukemia without maturation,0.8909,False
RAB14,ENSG00000119396,EFO_0003028,acute myeloblastic leukemia with maturation,0.9862,False
RAB14,ENSG00000119396,EFO_0003060,non-small cell lung carcinoma,0.9567,False
RAB14,ENSG00000119396,EFO_0003853,respiratory system neoplasm,0.5152,False
RAB14,ENSG00000119396,EFO_0003859,uterine neoplasm,0.6527,False
RAB14,ENSG00000119396,EFO_0003863,urogenital neoplasm,0.7139,False
RAB14,ENSG00000119396,EFO_0003869,breast neoplasm,0.7979,False
RAB14,ENSG00000119396,EFO_0003891,biliary tract neoplasm,0.766,False
RAB14,ENSG00000119396,EFO_0004252,nasopharyngeal neoplasm,0.5501,False
RAB14,ENSG00000119396,EFO_0004284,upper aerodigestive tract neoplasm,0.9905,False
RAB14,ENSG00000119396,EFO_0004289,lymphoid leukemia,0.7647,False
RAB14,ENSG00000119396,EFO_0004606,gallbladder neoplasm,0.6302,False
RAB14,ENSG00000119396,EFO_0005537,triple-negative breast cancer,0.8593,False
RAB14,ENSG00000119396,EFO_0005952,non-Hodgkins lymphoma,0.6082,False
RAB14,ENSG00000119396,EFO_0006861,male breast carcinoma,0.905,False
RAB14,ENSG00000119396,EFO_0007532,uterine corpus cancer,0.8538,False
RAB14,ENSG00000119396,EFO_0009443,BRCAX breast cancer,0.681,False
RAB14,ENSG00000119396,EFO_0009780,HER2 negative breast carcinoma,0.9101,False
RAB14,ENSG00000119396,EFO_0009878,drug interaction,0.8912,False
RAB14,ENSG00000119396,EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,0.5668,False
RAB14,ENSG00000119396,EFO_0010832,primary central chondrosarcoma,0.6526,False
RAB14,ENSG00000119396,EFO_0020003,drug toxicity,0.7436,False
RAB14,ENSG00000119396,EFO_1000044,pancreatic adenocarcinoma,0.6443,False
RAB14,ENSG00000119396,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.7927,False
RAB14,ENSG00000119396,EFO_1000238,Endometrial Serous Adenocarcinoma,0.731,False
RAB14,ENSG00000119396,EFO_1000251,Fallopian Tube Carcinoma,0.8908,False
RAB14,ENSG00000119396,EFO_1000253,Fallopian Tube Serous Adenocarcinoma,0.522,False
RAB14,ENSG00000119396,EFO_1000412,Ovarian Carcinosarcoma,0.6301,False
RAB14,ENSG00000119396,EFO_1000419,Ovarian Germ Cell Tumor,0.7587,False
RAB14,ENSG00000119396,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.7916,False
RAB14,ENSG00000119396,EFO_1000616,Uveal Melanoma,0.7831,False
RAB14,ENSG00000119396,EFO_1000649,estrogen-receptor positive breast cancer,0.5516,False
RAB14,ENSG00000119396,EFO_1001013,lethal midline granuloma,0.9758,False
RAB14,ENSG00000119396,EFO_1001100,peritoneal neoplasm,0.9794,False
RAB14,ENSG00000119396,EFO_1001110,pituitary-dependent Cushing's disease,0.9224,False
RAB14,ENSG00000119396,EFO_1001257,acute erythroblastic leukemia,0.8793,False
RAB14,ENSG00000119396,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.8014,False
RAB14,ENSG00000119396,EFO_1001830,precursor T-cell lymphoblastic leukemia-lymphoma,0.7462,False
RAB14,ENSG00000119396,EFO_1001932,adult acute megakaryoblastic leukemia,0.6799,False
RAB14,ENSG00000119396,EFO_1001933,adult acute monocytic leukemia,0.813,False
RAB14,ENSG00000119396,EFO_1001934,adult acute myeloid leukemia,0.8884,False
RAB14,ENSG00000119396,EFO_1001935,adult B acute lymphoblastic leukemia,0.7239,False
RAB14,ENSG00000119396,EFO_1001945,childhood acute myeloid leukemia with maturation,0.9229,False
RAB14,ENSG00000119396,EFO_1001946,childhood B acute lymphoblastic leukemia,0.5982,False
RAB14,ENSG00000119396,EFO_1001947,childhood T acute lymphoblastic leukemia,0.6367,False
RAB14,ENSG00000119396,EFO_1001952,endometrial adenosquamous carcinoma,0.8447,False
RAB14,ENSG00000119396,EFO_1001953,"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",0.5678,False
RAB14,ENSG00000119396,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9884,False
RAB14,ENSG00000119396,EFO_1001959,hilar cholangiocarcinoma,0.577,False
RAB14,ENSG00000119396,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.8717,False
RAB14,ENSG00000119396,EFO_1001973,ureter urothelial carcinoma,0.7338,False
RAB14,ENSG00000119396,EFO_1002001,core binding factor acute myeloid leukemia,0.939,False
RAB14,ENSG00000119396,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.8507,False
RAB15,ENSG00000139998,GO_0030728,ovulation,0.6183,False
RAB15,ENSG00000139998,MONDO_0000544,mucosal melanoma,0.82,False
RAB15,ENSG00000139998,MONDO_0000645,fallopian tube benign neoplasm,0.6979,False
RAB15,ENSG00000139998,MONDO_0000870,childhood acute lymphoblastic leukemia,0.5971,False
RAB15,ENSG00000139998,MONDO_0000873,lymphoblastic lymphoma,0.6412,False
RAB15,ENSG00000139998,MONDO_0000956,small intestine cancer,0.8538,False
RAB15,ENSG00000139998,MONDO_0001023,prolymphocytic leukemia,0.6679,False
RAB15,ENSG00000139998,MONDO_0001056,gastric cancer,0.5496,False
RAB15,ENSG00000139998,MONDO_0001187,urinary bladder cancer,0.903,False
RAB15,ENSG00000139998,MONDO_0001340,heart cancer,0.6632,False
RAB15,ENSG00000139998,MONDO_0001402,vaginal cancer,0.6348,False
RAB15,ENSG00000139998,MONDO_0001410,postmenopausal atrophic vaginitis,0.7331,False
RAB15,ENSG00000139998,MONDO_0001763,ethmoid sinus cancer,0.5959,False
RAB15,ENSG00000139998,MONDO_0001852,small intestine lymphoma,0.9626,False
RAB15,ENSG00000139998,MONDO_0001879,anus cancer,0.9912,False
RAB15,ENSG00000139998,MONDO_0002087,peritoneum cancer,0.9697,False
RAB15,ENSG00000139998,MONDO_0002158,fallopian tube cancer,0.9606,False
RAB15,ENSG00000139998,MONDO_0002203,constipation disorder,0.5243,False
RAB15,ENSG00000139998,MONDO_0002225,ovarian sarcoma,0.8229,False
RAB15,ENSG00000139998,MONDO_0002280,anemia,0.6738,False
RAB15,ENSG00000139998,MONDO_0002367,kidney cancer,0.5607,False
RAB15,ENSG00000139998,MONDO_0002482,nipple neoplasm,0.5353,False
RAB15,ENSG00000139998,MONDO_0002537,inverted papilloma,0.7576,False
RAB15,ENSG00000139998,MONDO_0002543,adult oligodendroglioma,0.7677,False
RAB15,ENSG00000139998,MONDO_0002586,thymus cancer,0.9514,False
RAB15,ENSG00000139998,MONDO_0002618,undifferentiated high grade pleomorphic sarcoma of bone,0.5617,False
RAB15,ENSG00000139998,MONDO_0002683,adult choroid plexus neoplasm,0.6167,False
RAB15,ENSG00000139998,MONDO_0002716,childhood spinal cord tumor,0.7347,False
RAB15,ENSG00000139998,MONDO_0002744,fallopian tube mucinous adenocarcinoma,0.7242,False
RAB15,ENSG00000139998,MONDO_0002794,adult medulloblastoma,0.5806,False
RAB15,ENSG00000139998,MONDO_0002833,fallopian tube transitional cell carcinoma,0.8628,False
RAB15,ENSG00000139998,MONDO_0002974,cervical cancer,0.6206,False
RAB15,ENSG00000139998,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.9639,False
RAB15,ENSG00000139998,MONDO_0003033,prostate angiosarcoma,0.6403,False
RAB15,ENSG00000139998,MONDO_0003059,bile duct cancer,0.595,False
RAB15,ENSG00000139998,MONDO_0003089,extrahepatic bile duct mucoepidermoid carcinoma,0.6192,False
RAB15,ENSG00000139998,MONDO_0003090,extrahepatic bile duct carcinoma,0.9387,False
RAB15,ENSG00000139998,MONDO_0003153,adult brainstem glioma,0.7416,False
RAB15,ENSG00000139998,MONDO_0003165,cerebellar astrocytoma,0.624,False
RAB15,ENSG00000139998,MONDO_0003196,appendix carcinoma,0.9503,False
RAB15,ENSG00000139998,MONDO_0003212,nasal cavity carcinoma,0.8577,False
RAB15,ENSG00000139998,MONDO_0003268,mixed glioma,0.882,False
RAB15,ENSG00000139998,MONDO_0003383,fallopian tube clear cell adenocarcinoma,0.8517,False
RAB15,ENSG00000139998,MONDO_0003392,fallopian tube germ cell tumor,0.5827,False
RAB15,ENSG00000139998,MONDO_0003478,childhood ependymoma,0.9169,False
RAB15,ENSG00000139998,MONDO_0003503,fallopian tube squamous cell carcinoma,0.8211,False
RAB15,ENSG00000139998,MONDO_0003541,adult acute lymphoblastic leukemia,0.9899,False
RAB15,ENSG00000139998,MONDO_0003572,nasopharyngeal type undifferentiated carcinoma,0.791,False
RAB15,ENSG00000139998,MONDO_0003585,adult liposarcoma,0.6131,False
RAB15,ENSG00000139998,MONDO_0003659,pediatric lymphoma,0.8013,False
RAB15,ENSG00000139998,MONDO_0003660,adult lymphoma,0.9007,False
RAB15,ENSG00000139998,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.8773,False
RAB15,ENSG00000139998,MONDO_0003692,adult malignant mesenchymoma,0.8571,False
RAB15,ENSG00000139998,MONDO_0003751,childhood germ cell tumor,0.7151,False
RAB15,ENSG00000139998,MONDO_0003856,adult malignant hemangiopericytoma,0.877,False
RAB15,ENSG00000139998,MONDO_0003869,childhood brain stem glioma,0.9138,False
RAB15,ENSG00000139998,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.947,False
RAB15,ENSG00000139998,MONDO_0003890,infiltrating bladder urothelial carcinoma,0.5954,False
RAB15,ENSG00000139998,MONDO_0003936,invasive tubular breast carcinoma,0.63,False
RAB15,ENSG00000139998,MONDO_0003950,nipple carcinoma,0.5587,False
RAB15,ENSG00000139998,MONDO_0003982,bilateral breast carcinoma,0.7657,False
RAB15,ENSG00000139998,MONDO_0004064,iris melanoma,0.9063,False
RAB15,ENSG00000139998,MONDO_0004110,refractory hairy cell leukemia,0.7607,False
RAB15,ENSG00000139998,MONDO_0004111,refractory hematologic cancer,0.8961,False
RAB15,ENSG00000139998,MONDO_0004180,benign urinary system neoplasm,0.8817,False
RAB15,ENSG00000139998,MONDO_0004192,urethra cancer,0.7305,False
RAB15,ENSG00000139998,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.9701,False
RAB15,ENSG00000139998,MONDO_0004374,adult extraskeletal osteosarcoma,0.7644,False
RAB15,ENSG00000139998,MONDO_0004658,breast carcinoma in situ,0.6789,False
RAB15,ENSG00000139998,MONDO_0004669,salivary gland cancer,0.6981,False
RAB15,ENSG00000139998,MONDO_0004695,liver lymphoma,0.6245,False
RAB15,ENSG00000139998,MONDO_0004976,amyotrophic lateral sclerosis,0.5692,False
RAB15,ENSG00000139998,MONDO_0004992,cancer,0.9276,False
RAB15,ENSG00000139998,MONDO_0005411,gallbladder cancer,0.8473,False
RAB15,ENSG00000139998,MONDO_0007254,breast cancer,0.9389,False
RAB15,ENSG00000139998,MONDO_0008170,ovarian cancer,0.7652,False
RAB15,ENSG00000139998,MONDO_0008315,prostate cancer,0.9561,False
RAB15,ENSG00000139998,MONDO_0008318,Proteus syndrome,0.9676,False
RAB15,ENSG00000139998,MONDO_0008903,lung cancer,0.5561,False
RAB15,ENSG00000139998,MONDO_0008978,chordoma,0.5011,False
RAB15,ENSG00000139998,MONDO_0015686,primary peritoneal carcinoma,0.6519,False
RAB15,ENSG00000139998,MONDO_0016216,adult hepatocellular carcinoma,0.9549,False
RAB15,ENSG00000139998,MONDO_0016586,systemic mastocytosis,0.7958,False
RAB15,ENSG00000139998,MONDO_0017346,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,0.8438,False
RAB15,ENSG00000139998,MONDO_0018044,idiopathic hypersomnia,0.7345,False
RAB15,ENSG00000139998,MONDO_0018364,malignant epithelial tumor of ovary,0.8638,False
RAB15,ENSG00000139998,MONDO_0018521,squamous cell carcinoma of pancreas,0.9539,False
RAB15,ENSG00000139998,MONDO_0018542,severe congenital neutropenia,0.5729,False
RAB15,ENSG00000139998,MONDO_0019079,proximal spinal muscular atrophy,0.6652,False
RAB15,ENSG00000139998,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.896,False
RAB15,ENSG00000139998,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.9792,False
RAB15,ENSG00000139998,MONDO_0019460,acute leukemia of ambiguous lineage,0.811,False
RAB15,ENSG00000139998,MONDO_0019465,nodal marginal zone B-cell lymphoma,0.6302,False
RAB15,ENSG00000139998,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.9065,False
RAB15,ENSG00000139998,MONDO_0020541,maligant granulosa cell tumor of ovary,0.7958,False
RAB15,ENSG00000139998,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.9697,False
RAB15,ENSG00000139998,MONDO_0020690,adult glioblastoma,0.9776,False
RAB15,ENSG00000139998,MONDO_0020743,mixed phenotype acute leukemia,0.693,False
RAB15,ENSG00000139998,MONDO_0021063,malignant colon neoplasm,0.947,False
RAB15,ENSG00000139998,MONDO_0021069,malignant endocrine neoplasm,0.5105,False
RAB15,ENSG00000139998,MONDO_0021074,precancerous condition,0.8552,False
RAB15,ENSG00000139998,MONDO_0021092,fallopian tube neoplasm,0.5212,False
RAB15,ENSG00000139998,MONDO_0021115,luminal B breast carcinoma,0.6814,False
RAB15,ENSG00000139998,MONDO_0021321,malignant tumor of extrahepatic bile duct,0.9126,False
RAB15,ENSG00000139998,MONDO_0021535,pancreatic neuroendocrine tumor G1,0.6725,False
RAB15,ENSG00000139998,MONDO_0021538,verrucous carcinoma of oral cavity,0.6671,False
RAB15,ENSG00000139998,MONDO_0021576,fallopian tube endometrioid tumor,0.6956,False
RAB15,ENSG00000139998,MONDO_0021633,cerebral astrocytoma,0.7439,False
RAB15,ENSG00000139998,MONDO_0021639,grade II glioma,0.5199,False
RAB15,ENSG00000139998,MONDO_0024327,chronic renal failure syndrome,0.9548,False
RAB15,ENSG00000139998,MONDO_0024797,adult brain stem neoplasm,0.5868,False
RAB15,ENSG00000139998,MONDO_0036501,refractory malignant neoplasm,0.8005,False
RAB15,ENSG00000139998,MONDO_0040678,infiltrating urothelial carcinoma,0.9281,False
RAB15,ENSG00000139998,MONDO_0041052,postherpetic neuralgia,0.7554,False
RAB15,ENSG00000139998,MONDO_0044334,connective and soft tissue neoplasm,0.5295,False
RAB15,ENSG00000139998,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.924,False
RAB15,ENSG00000139998,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.9647,False
RAB15,ENSG00000139998,MONDO_0044887,central nervous system non-hodgkin lymphoma,0.8226,False
RAB15,ENSG00000139998,MONDO_0044889,high grade B-cell lymphoma,0.7091,False
RAB15,ENSG00000139998,MONDO_0044903,myelofibrosis,0.7487,False
RAB15,ENSG00000139998,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9933,False
RAB15,ENSG00000139998,MONDO_0045054,cancer-related condition,0.5467,False
RAB15,ENSG00000139998,MONDO_0045056,grade II meningioma,0.9006,False
RAB15,ENSG00000139998,MONDO_0100234,paroxysmal familial ventricular fibrillation,0.531,False
RAB15,ENSG00000139998,MONDO_0100342,malignant glioma,0.5078,False
RAB15,ENSG00000139998,MONDO_0100431,migraine without aura,0.6377,False
RAB15,ENSG00000139998,MONDO_0850302,intracranial meningioma,0.7036,False
RAB15,ENSG00000139998,EFO_0000095,chronic lymphocytic leukemia,0.8057,False
RAB15,ENSG00000139998,EFO_0000096,neoplasm of mature B-cells,0.98,False
RAB15,ENSG00000139998,EFO_0000196,metastatic prostate cancer,0.7493,False
RAB15,ENSG00000139998,EFO_0000198,myelodysplastic syndrome,0.8308,False
RAB15,ENSG00000139998,EFO_0000209,T-cell acute lymphoblastic leukemia,0.5111,False
RAB15,ENSG00000139998,EFO_0000211,unspecified peripheral T-cell lymphoma,0.7368,False
RAB15,ENSG00000139998,EFO_0000220,acute lymphoblastic leukemia,0.6351,False
RAB15,ENSG00000139998,EFO_0000221,acute monocytic leukemia,0.8206,False
RAB15,ENSG00000139998,EFO_0000222,acute myeloid leukemia,0.6773,False
RAB15,ENSG00000139998,EFO_0000223,acute myelomonocytic leukemia,0.7134,False
RAB15,ENSG00000139998,EFO_0000233,adenosquamous lung carcinoma,0.8854,False
RAB15,ENSG00000139998,EFO_0000278,pancreatitis,0.7873,False
RAB15,ENSG00000139998,EFO_0000304,breast adenocarcinoma,0.7974,False
RAB15,ENSG00000139998,EFO_0000308,bronchoalveolar adenocarcinoma,0.7085,False
RAB15,ENSG00000139998,EFO_0000330,childhood acute myeloid leukemia,0.9267,False
RAB15,ENSG00000139998,EFO_0000373,congestive heart failure,0.6693,False
RAB15,ENSG00000139998,EFO_0000403,diffuse large B-cell lymphoma,0.7475,False
RAB15,ENSG00000139998,EFO_0000565,leukemia,0.8531,False
RAB15,ENSG00000139998,EFO_0000574,lymphoma,0.8638,False
RAB15,ENSG00000139998,EFO_0000616,neoplasm,0.954,False
RAB15,ENSG00000139998,EFO_0000673,prostate adenocarcinoma,0.8435,False
RAB15,ENSG00000139998,EFO_0000685,rheumatoid arthritis,0.5106,False
RAB15,ENSG00000139998,EFO_0000702,small cell lung carcinoma,0.6018,False
RAB15,ENSG00000139998,EFO_0000756,melanoma,0.9081,False
RAB15,ENSG00000139998,EFO_0001378,multiple myeloma,0.7893,False
RAB15,ENSG00000139998,EFO_0001642,lymphoid neoplasm,0.8933,False
RAB15,ENSG00000139998,EFO_0001663,prostate carcinoma,0.7466,False
RAB15,ENSG00000139998,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.9555,False
RAB15,ENSG00000139998,EFO_0002615,internal carotid artery stenosis,0.7998,False
RAB15,ENSG00000139998,EFO_0002617,metastatic melanoma,0.5011,False
RAB15,ENSG00000139998,EFO_0002618,pancreatic carcinoma,0.9687,False
RAB15,ENSG00000139998,EFO_0002938,hypopharyngeal carcinoma,0.5207,False
RAB15,ENSG00000139998,EFO_0002950,pregnancy,0.695,False
RAB15,ENSG00000139998,EFO_0003025,acute megakaryoblastic leukaemia,0.6866,False
RAB15,ENSG00000139998,EFO_0003026,minimally differentiated acute myeloblastic leukemia,0.7929,False
RAB15,ENSG00000139998,EFO_0003027,acute myeloblastic leukemia without maturation,0.9653,False
RAB15,ENSG00000139998,EFO_0003028,acute myeloblastic leukemia with maturation,0.9888,False
RAB15,ENSG00000139998,EFO_0003060,non-small cell lung carcinoma,0.9788,False
RAB15,ENSG00000139998,EFO_0003073,asymptomatic myeloma,0.5152,False
RAB15,ENSG00000139998,EFO_0003144,heart failure,0.5846,False
RAB15,ENSG00000139998,EFO_0003859,uterine neoplasm,0.5902,False
RAB15,ENSG00000139998,EFO_0003863,urogenital neoplasm,0.6049,False
RAB15,ENSG00000139998,EFO_0003866,paranasal sinus neoplasm,0.8781,False
RAB15,ENSG00000139998,EFO_0003869,breast neoplasm,0.87,False
RAB15,ENSG00000139998,EFO_0003876,intermittent vascular claudication,0.901,False
RAB15,ENSG00000139998,EFO_0003891,biliary tract neoplasm,0.864,False
RAB15,ENSG00000139998,EFO_0004252,nasopharyngeal neoplasm,0.6027,False
RAB15,ENSG00000139998,EFO_0004284,upper aerodigestive tract neoplasm,0.9911,False
RAB15,ENSG00000139998,EFO_0004289,lymphoid leukemia,0.9037,False
RAB15,ENSG00000139998,EFO_0004599,acute graft vs. host disease,0.8529,False
RAB15,ENSG00000139998,EFO_0004606,gallbladder neoplasm,0.7751,False
RAB15,ENSG00000139998,EFO_0005537,triple-negative breast cancer,0.8811,False
RAB15,ENSG00000139998,EFO_0005952,non-Hodgkins lymphoma,0.7713,False
RAB15,ENSG00000139998,EFO_0006732,pancreatic adenosquamous carcinoma,0.8435,False
RAB15,ENSG00000139998,EFO_0006861,male breast carcinoma,0.9835,False
RAB15,ENSG00000139998,EFO_0007359,mast-cell leukemia,0.5077,False
RAB15,ENSG00000139998,EFO_0007372,mitral valve stenosis,0.7035,False
RAB15,ENSG00000139998,EFO_0007532,uterine corpus cancer,0.8883,False
RAB15,ENSG00000139998,EFO_0007535,verrucous carcinoma,0.8168,False
